6100.txt		0.16012815380508713
6387.txt		0.16012815380508713
1156.txt		0.16012815380508713
1786.txt		0.16012815380508713
2865.txt		0.16012815380508713
1909.txt		0.16012815380508713
9106.txt		0.16012815380508713
6469.txt		0.16012815380508713
456.txt		0.16012815380508713
9481.txt		0.16012815380508713
4756.txt		0.16012815380508713
415.txt		0.16012815380508713
6554.txt		0.16012815380508713
5923.txt		0.16012815380508713
2320.txt		0.16012815380508713
4144.txt		0.16012815380508713
5623.txt		0.16012815380508713
1479.txt		0.16012815380508713
720.txt		0.16012815380508713
8137.txt		0.16012815380508713
