6524.txt		0.09174967873497818
6978.txt		0.08991096678570562
6796.txt		0.08650838089936226
6784.txt		0.08650838089936226
2871.txt		0.08309329445391322
2777.txt		0.08309329445391322
2042.txt		0.08008074927093106
7119.txt		0.08008074927093106
7056.txt		0.08007339544856817
5462.txt		0.0735860581624125
3182.txt		0.0735860581624125
1419.txt		0.0735860581624125
1413.txt		0.0735860581624125
9301.txt		0.0735860581624125
3029.txt		0.0735860581624125
9155.txt		0.0735860581624125
1290.txt		0.0735860581624125
6068.txt		0.0735860581624125
2868.txt		0.0735860581624125
3835.txt		0.0735860581624125
